Date,Open,High,Low,Close,Adj Close,Volume
2021-03-22,235.854996,238.529999,235.000000,237.119995,237.119995,12063200
2021-03-23,237.300003,241.119995,235.500000,237.669998,237.669998,12295600
2021-03-24,236.830002,237.300003,229.240005,229.589996,229.589996,15949900
2021-03-25,225.000000,229.240005,222.500000,222.720001,222.720001,24819800
2021-03-26,222.000000,229.238998,220.419998,227.259995,227.259995,22030800
2021-03-29,225.490005,232.380005,225.100006,231.860001,231.860001,18029100
2021-03-30,229.270004,230.449997,226.639999,229.250000,229.250000,14828700
2021-03-31,229.889999,231.520004,226.470001,226.729996,226.729996,16825400
2021-04-01,230.679993,231.250000,223.500000,224.360001,224.360001,23497500
2021-04-05,226.529999,226.570007,222.520004,225.300003,225.300003,14962100
2021-04-06,226.029999,232.000000,225.740005,230.570007,230.570007,18100400
2021-04-07,226.110001,228.190002,224.800003,225.419998,225.419998,18034900
2021-04-08,228.500000,229.419998,226.619995,228.240005,228.240005,12211300
2021-04-09,224.850006,225.070007,221.320007,223.309998,223.309998,19763000
2021-04-12,237.889999,244.910004,236.649994,244.009995,244.009995,57500300
2021-04-13,243.660004,245.690002,239.690002,241.889999,241.889999,20793000
2021-04-14,244.369995,245.089996,238.649994,239.229996,239.229996,12405200
2021-04-15,240.000000,240.949997,238.126999,239.089996,239.089996,11288900
2021-04-16,241.889999,241.889999,237.820007,238.690002,238.690002,14418800
2021-04-19,237.440002,238.419998,232.809998,234.779999,234.779999,11216000
2021-04-20,232.869995,234.630005,228.429993,229.880005,229.880005,12093900
2021-04-21,229.330002,229.490005,226.070007,229.440002,229.440002,14315900
2021-04-22,228.764999,234.000000,227.820007,229.350006,229.350006,11986200
2021-04-23,230.649994,233.000000,230.509995,232.080002,232.080002,8967000
2021-04-26,231.500000,233.490005,230.820007,232.699997,232.699997,7792900
2021-04-27,233.440002,236.929993,232.080002,235.919998,235.919998,11646300
2021-04-28,237.570007,239.220001,236.330002,236.720001,236.720001,9187700
2021-04-29,237.789993,238.050003,232.600006,234.179993,234.179993,9552800
2021-04-30,231.770004,233.850006,230.509995,230.949997,230.949997,9326400
2021-05-03,231.270004,236.169998,230.404999,230.710007,230.710007,13620900
2021-05-04,230.250000,231.479996,225.449997,227.899994,227.899994,13260500
2021-05-05,228.000000,229.300003,226.729996,226.779999,226.779999,10013800
2021-05-06,227.110001,228.440002,222.880005,226.419998,226.419998,12247700
2021-05-07,227.899994,228.789993,225.050003,225.309998,225.309998,10550000
2021-05-10,222.869995,222.869995,218.559998,219.529999,219.529999,17266700
2021-05-11,213.710007,221.389999,213.000000,221.380005,221.380005,13887700
2021-05-12,224.740005,225.289993,219.000000,219.899994,219.899994,20366900
2021-05-13,213.149994,215.500000,204.389999,206.080002,206.080002,51693900
2021-05-14,209.923996,210.940002,206.020004,209.509995,209.509995,31626800
2021-05-17,210.615005,213.149994,209.440002,211.050003,211.050003,20529800
2021-05-18,212.500000,215.169998,211.419998,213.720001,213.720001,19519400
2021-05-19,211.100006,212.910004,210.119995,212.539993,212.539993,17030400
2021-05-20,212.994995,217.630005,212.630005,216.990005,216.990005,19123400
2021-05-21,215.229996,215.889999,209.869995,211.059998,211.059998,22825500
2021-05-24,210.029999,212.009995,208.699997,210.440002,210.440002,15884200
2021-05-25,212.830002,214.050003,211.009995,211.130005,211.130005,14116100
2021-05-26,212.300003,213.750000,211.539993,211.779999,211.779999,9405800
2021-05-27,214.169998,215.460007,212.529999,212.740005,212.740005,18680200
2021-05-28,212.759995,214.529999,212.059998,213.960007,213.960007,10401500
2021-06-01,223.020004,223.130005,218.240005,219.479996,219.479996,23052800
2021-06-02,219.429993,219.940002,217.460007,219.589996,219.589996,13126400
2021-06-03,218.000000,218.699997,216.304993,217.039993,217.039993,12448100
2021-06-04,218.279999,219.080002,217.139999,219.020004,219.020004,8999100
2021-06-07,218.000000,218.399994,215.690002,216.899994,216.899994,9928600
2021-06-08,217.289993,218.229996,214.740005,215.820007,215.820007,9443000
2021-06-09,215.210007,216.570007,213.309998,213.320007,213.320007,10233600
2021-06-10,213.500000,214.800003,212.210007,213.070007,213.070007,10735900
2021-06-11,213.449997,213.460007,211.000000,211.639999,211.639999,12276600
2021-06-14,212.250000,215.164993,212.244003,213.940002,213.940002,10773100
2021-06-15,214.169998,214.490005,209.639999,210.059998,210.059998,12167000
2021-06-16,209.750000,211.619995,208.225998,209.320007,209.320007,10917800
2021-06-17,209.899994,212.490005,209.770004,211.600006,211.600006,11233700
2021-06-18,212.009995,213.839996,210.589996,212.300003,212.300003,13724600
2021-06-21,210.550003,211.779999,208.990005,211.059998,211.059998,9273800
2021-06-22,210.419998,211.660004,209.860001,211.320007,211.320007,11092100
2021-06-23,214.190002,216.330002,213.130005,214.860001,214.860001,13785800
2021-06-24,216.990005,219.580002,215.559998,218.380005,218.380005,13488200
2021-06-25,221.710007,230.250000,221.100006,228.500000,228.500000,27383900
2021-06-28,229.500000,230.889999,226.720001,228.589996,228.589996,13564900
2021-06-29,226.699997,229.639999,225.602005,229.440002,229.440002,10273800
2021-06-30,226.990005,227.979996,225.679993,226.779999,226.779999,9348600
