Date,Open,High,Low,Close,Adj Close,Volume
2021-03-22,129.127502,133.945007,129.067505,131.862503,131.770447,29780400
2021-03-23,132.542496,133.445007,130.212494,130.707504,130.616287,22204800
2021-03-24,131.512497,131.592499,126.367500,126.430000,126.341751,24584000
2021-03-25,124.995003,127.147499,122.720001,125.352501,125.264999,29514400
2021-03-26,125.544998,128.562500,123.735001,128.392502,128.302856,36396800
2021-03-29,128.202499,130.625000,127.000000,129.482498,129.392120,27352000
2021-03-30,128.419998,129.752502,127.050003,128.717499,128.627670,20020400
2021-03-31,130.154999,134.705002,129.824997,133.482498,133.389328,31477600
2021-04-01,135.722504,138.699997,135.112503,138.117493,138.021072,30827600
2021-04-05,138.675003,140.139999,137.330002,139.875000,139.777359,25567200
2021-04-06,139.997498,140.542496,137.735001,138.615005,138.518234,19174400
2021-04-07,138.807495,142.434998,137.115005,141.434998,141.336288,25128400
2021-04-08,142.527496,144.714996,142.490005,143.169998,143.070068,24441600
2021-04-09,142.139999,144.080002,141.750000,144.000000,143.899475,19517200
2021-04-12,142.897507,153.524994,141.392502,152.089996,151.983841,86932400
2021-04-13,152.315002,157.000000,151.257507,156.794998,156.685532,67621200
2021-04-14,156.250000,157.205002,152.274994,152.770004,152.663361,38550000
2021-04-15,156.625000,162.142502,156.315002,161.372498,161.259842,59848000
2021-04-16,160.529999,161.657501,158.652496,159.125000,159.013916,33520800
2021-04-19,155.365005,158.074997,152.330002,153.617493,153.510269,40442000
2021-04-20,153.232498,154.970001,149.630005,151.712494,151.606583,33413200
2021-04-21,151.187500,153.625000,151.022507,153.604996,153.497772,21677600
2021-04-22,153.750000,154.384995,147.835007,148.502502,148.398849,27778800
2021-04-23,149.342499,153.350006,149.002502,152.652496,152.545944,22750000
2021-04-26,151.850006,154.789993,151.250000,154.779999,154.671967,19779600
2021-04-27,155.785004,156.705002,153.544998,153.817505,153.710144,16457200
2021-04-28,153.645004,155.322495,152.154999,152.767502,152.660873,20941600
2021-04-29,154.000000,154.365005,150.714996,153.247498,153.140518,17319600
2021-04-30,151.744995,153.649994,149.970001,150.095001,149.990234,20191200
2021-05-03,151.250000,152.467499,147.875000,148.367493,148.263931,20391200
2021-05-04,146.372498,146.375000,140.102493,143.512497,143.412323,40532400
2021-05-05,147.089996,148.134995,143.875000,144.585007,144.484070,29202400
2021-05-06,144.952499,145.712494,142.179993,145.229996,145.128616,19338000
2021-05-07,148.082504,149.707504,146.717499,148.122498,148.019089,22932800
2021-05-10,147.872498,148.059998,142.500000,142.657501,142.557922,26890400
2021-05-11,138.250000,143.547501,137.500000,143.062500,142.962646,28558400
2021-05-12,140.095001,142.602493,137.092499,137.585007,137.488968,30340800
2021-05-13,140.337494,140.807495,134.589996,136.652496,136.557098,28540400
2021-05-14,138.899994,143.279999,137.485001,142.429993,142.330582,25861600
2021-05-17,141.570007,141.692505,138.535004,141.654999,141.556107,21698000
2021-05-18,142.669998,144.042496,140.039993,140.157501,140.059677,18625600
2021-05-19,135.664993,140.794998,135.432495,140.657501,140.559326,34400000
2021-05-20,143.024994,146.837494,142.705002,146.125000,146.023010,32159200
2021-05-21,151.637497,152.220001,148.695007,149.917496,149.812851,67299200
2021-05-24,152.125000,157.449997,151.759995,156.119995,156.011017,55481600
2021-05-25,157.660004,158.184998,154.824997,156.477493,156.368271,43540800
2021-05-26,157.342499,157.937500,155.862503,157.000000,156.890411,37044000
2021-05-27,156.997498,157.500000,154.600006,154.880005,154.771896,58147600
2021-05-28,155.009995,162.774994,155.009995,162.445007,162.331604,64453600
2021-06-01,162.699997,163.882507,159.032501,162.645004,162.531479,47280400
2021-06-02,162.522507,169.187500,162.354996,167.782501,167.665375,59416800
2021-06-03,167.007507,172.589996,165.830002,169.697495,169.579025,58000800
2021-06-04,171.125000,176.610001,170.955002,175.782501,175.659805,61712000
2021-06-07,175.712494,178.125000,171.927505,176.190002,176.067017,57575600
2021-06-08,175.272507,176.214996,172.509995,174.570007,174.448151,32384800
2021-06-09,175.157501,175.750000,172.557495,173.582504,173.501099,38165600
2021-06-10,173.500000,174.919998,171.759995,174.250000,174.168274,28777200
2021-06-11,174.794998,179.392502,174.437500,178.252502,178.168900,41630800
2021-06-14,179.059998,180.395004,176.627502,180.187500,180.102997,32137600
2021-06-15,179.149994,180.162506,177.279999,177.884995,177.801575,24303200
2021-06-16,177.907501,179.547501,175.845001,178.102493,178.018951,30712400
2021-06-17,177.744995,188.350006,177.562500,186.572495,186.484985,80965600
2021-06-18,187.839996,193.750000,185.839996,186.387497,186.300079,96885600
2021-06-21,184.352493,185.365005,178.227493,184.272507,184.186081,67238400
2021-06-22,184.714996,189.637497,183.860001,188.867493,188.778915,58014400
2021-06-23,190.077499,191.527496,189.077499,190.572495,190.483109,33235600
2021-06-24,192.277496,194.199997,190.882507,192.054993,191.964920,32092400
2021-06-25,192.804993,193.455002,188.945007,190.309998,190.220734,27836400
2021-06-28,193.612503,200.787506,193.190002,199.850006,199.756287,49543600
2021-06-29,198.824997,200.987503,196.570007,200.267502,200.173569,36763200
2021-06-30,199.992493,201.625000,198.637497,200.024994,199.931183,32656800
2021-07-01,201.250000,204.559998,200.190002,202.119995,202.025208,48013600
