Date,Open,High,Low,Close,Adj Close,Volume
2021-03-22,64.820000,66.379997,64.559998,65.629997,63.874783,34380100
2021-03-23,66.000000,66.050003,63.169998,63.480000,61.782284,35160000
2021-03-24,66.580002,67.440002,61.990002,62.040001,60.380798,74584700
2021-03-25,61.660000,62.439999,60.980000,62.020000,60.361332,35401400
2021-03-26,61.799999,64.970001,61.770000,64.870003,63.135117,34705800
2021-03-29,64.010002,65.129997,63.610001,64.500000,62.775002,26161600
2021-03-30,63.770000,64.000000,63.150002,63.770000,62.064529,20709500
2021-03-31,64.010002,64.489998,63.580002,64.000000,62.288380,33013200
2021-04-01,64.720001,64.889999,63.580002,64.550003,62.823669,31416300
2021-04-05,64.949997,66.739998,64.699997,66.540001,64.760445,27947500
2021-04-06,66.059998,66.580002,65.290001,65.559998,63.806660,28771400
2021-04-07,65.669998,66.570000,65.360001,66.250000,64.478203,17793300
2021-04-08,66.970001,67.290001,66.360001,67.050003,65.256813,22224200
2021-04-09,66.800003,68.400002,66.629997,68.260002,66.434456,27177100
2021-04-12,68.199997,68.489998,64.709999,65.410004,63.660667,51266900
2021-04-13,65.610001,65.629997,64.209999,65.220001,63.475754,26822000
2021-04-14,65.309998,65.379997,63.840000,64.190002,62.473301,25768400
2021-04-15,63.970001,65.220001,63.680000,65.019997,63.281097,24927700
2021-04-16,65.330002,65.519997,64.570000,64.750000,63.018318,24625500
2021-04-19,64.699997,64.739998,63.070000,63.630001,61.928276,23997700
2021-04-20,63.639999,63.759998,62.410000,62.700001,61.023144,19872100
2021-04-21,62.790001,63.779999,62.299999,63.700001,61.996403,24364200
2021-04-22,63.349998,63.910000,62.279999,62.570000,60.896622,38257600
2021-04-23,59.160000,60.000000,57.900002,59.240002,57.655682,77479500
2021-04-26,59.099998,59.520000,58.459999,58.759998,57.188515,39645900
2021-04-27,58.560001,58.630001,57.770000,57.970001,56.419647,38167700
2021-04-28,57.520000,58.160000,57.150002,57.619999,56.078999,30387400
2021-04-29,57.880001,58.299999,57.470001,58.279999,56.721355,23290600
2021-04-30,57.610001,58.430000,57.070000,57.529999,55.991409,30731800
2021-05-03,57.860001,57.880001,56.840000,57.259998,55.728630,22281700
2021-05-04,56.880001,56.980000,55.810001,56.900002,55.378262,35323600
2021-05-05,56.959999,57.299999,56.459999,56.849998,55.329597,21001900
2021-05-06,56.619999,57.250000,56.250000,57.189999,56.002827,25529300
2021-05-07,57.700001,58.009998,57.240002,57.669998,56.472858,19959000
2021-05-10,57.150002,57.230000,55.880001,55.970001,54.808155,35046500
2021-05-11,55.049999,55.630001,54.299999,55.040001,53.897461,35968100
2021-05-12,54.389999,54.650002,53.419998,53.619999,52.506935,30232300
2021-05-13,54.040001,54.389999,53.459999,54.009998,52.888836,29192500
2021-05-14,54.599998,55.849998,54.259998,55.349998,54.201019,28158300
2021-05-17,55.290001,55.889999,54.759998,55.330002,54.181442,20010200
2021-05-18,55.950001,56.139999,54.799999,54.840000,53.701607,18703400
2021-05-19,54.070000,55.430000,53.840000,55.360001,54.210815,23769700
2021-05-20,55.570000,56.240002,55.360001,55.950001,54.788567,23145200
2021-05-21,56.419998,56.709999,55.980000,56.080002,54.915871,17723100
2021-05-24,56.650002,57.389999,56.400002,56.959999,55.777599,19164400
2021-05-25,57.560001,57.560001,56.419998,56.869999,55.689468,22309900
2021-05-26,57.049999,57.230000,56.590000,56.919998,55.738430,15173600
2021-05-27,57.110001,57.880001,57.000000,57.730000,56.531620,32387600
2021-05-28,57.549999,57.650002,56.939999,57.119999,55.934277,20303900
2021-06-01,57.610001,57.820000,56.590000,56.889999,55.709053,20326400
2021-06-02,56.910000,57.689999,56.759998,57.480000,56.286804,18483600
2021-06-03,56.980000,57.099998,56.090000,56.240002,55.072548,21831300
2021-06-04,56.549999,57.750000,56.540001,57.369999,56.179092,21493800
2021-06-07,57.410000,57.439999,56.779999,57.090000,55.904903,17364400
2021-06-08,57.450001,57.639999,56.599998,57.000000,55.816772,33254500
2021-06-09,57.360001,57.480000,56.970001,57.000000,55.816772,13904800
2021-06-10,57.150002,58.029999,56.930000,57.380001,56.188885,26738100
2021-06-11,57.470001,57.939999,56.950001,57.849998,56.649124,18119700
2021-06-14,58.020000,58.200001,57.230000,58.189999,56.982067,21784500
2021-06-15,58.209999,58.419998,57.799999,57.990002,56.786221,20806500
2021-06-16,58.150002,58.369999,56.770000,57.220001,56.032207,21879700
2021-06-17,57.049999,57.900002,56.700001,57.180000,55.993034,21498800
2021-06-18,56.680000,56.750000,55.099998,55.669998,54.514378,55118300
2021-06-21,55.750000,56.040001,55.369999,55.869999,54.710228,19254600
2021-06-22,55.939999,56.279999,55.500000,55.869999,54.710228,18682800
2021-06-23,55.869999,55.970001,55.230000,55.259998,54.112888,20287900
2021-06-24,55.490002,56.099998,55.340000,56.070000,54.906078,21209700
2021-06-25,56.020000,56.410000,55.750000,55.910000,54.749397,21101200
2021-06-28,56.360001,57.730000,56.340000,57.480000,56.286804,22480900
2021-06-29,57.549999,57.830002,55.880001,56.750000,55.571960,26360000
2021-06-30,56.340000,56.380001,55.389999,56.139999,54.974621,29891600
2021-07-01,56.130001,56.639999,55.869999,56.009998,54.847321,24871600
2021-07-02,56.549999,56.990002,56.320000,56.759998,55.581749,17219400
2021-07-06,56.919998,57.009998,55.700001,56.090000,54.925663,26186600
2021-07-07,56.369999,56.450001,55.709999,55.959999,54.798359,14857400
2021-07-08,55.310001,55.720001,54.790001,55.389999,54.240189,19162000
2021-07-09,55.509998,56.110001,55.310001,55.990002,54.827736,18708000
2021-07-12,56.259998,56.759998,56.110001,56.730000,55.552376,15392800
2021-07-13,56.619999,57.299999,56.340000,56.869999,55.689468,15716000
2021-07-14,57.169998,57.459999,56.330002,56.520000,55.346737,16263600
2021-07-15,56.400002,56.400002,55.570000,55.810001,54.651474,18917000
2021-07-16,56.049999,56.930000,54.900002,54.970001,53.828911,25263800
2021-07-19,54.410000,54.810001,53.970001,54.639999,53.505760,27007700
2021-07-20,54.919998,55.560001,54.270000,55.240002,54.093307,19867000
2021-07-21,55.180000,56.279999,55.009998,56.230000,55.062756,18497200
2021-07-22,56.060001,56.540001,55.680000,55.959999,54.798359,36691000
2021-07-23,54.580002,54.709999,52.320000,53.000000,51.899807,67742300
2021-07-26,52.810001,54.540001,52.759998,54.310001,53.182613,32881200
2021-07-27,53.119999,53.200001,52.310001,53.180000,52.076065,39878000
2021-07-28,53.029999,53.919998,52.939999,53.070000,51.968349,28478800
2021-07-29,53.480000,54.099998,53.320000,53.700001,52.585274,16886600
2021-07-30,53.650002,53.900002,53.250000,53.720001,52.604858,16465700
2021-08-02,53.990002,54.470001,53.540001,53.680000,52.565685,18098100
2021-08-03,53.889999,54.160000,53.259998,54.060001,52.937798,16375900
2021-08-04,54.250000,54.439999,53.700001,53.900002,52.781124,17612700
2021-08-05,53.990002,54.020000,53.580002,53.889999,53.113762,15310000
2021-08-06,53.860001,54.130001,53.730000,53.919998,53.143330,19256000
2021-08-09,54.080002,54.410000,53.830002,54.049999,53.271458,14670100
2021-08-10,54.240002,54.389999,53.509998,53.939999,53.163036,16215700
